2018-03-05 12:42:00,null,null,null,null,null,null,null
2018-03-05 12:42:01,null,null,null,null,null,null,null
2018-03-05 12:42:02,null,null,null,null,null,null,null
2018-03-05 12:42:03,null,null,null,null,null,null,null
2018-03-05 12:42:04,null,null,null,null,null,null,null
2018-03-05 12:42:05,null,null,null,null,null,null,null
2018-03-05 12:42:06,null,null,null,null,null,null,null
2018-03-05 12:42:07,null,null,null,null,null,null,null
2018-03-05 12:42:08,null,null,null,null,null,null,null
2018-03-05 12:42:09,null,null,null,null,null,null,null
2018-03-05 12:42:10,null,null,null,null,null,null,null
2018-03-05 12:42:11,null,null,null,null,null,null,null
2018-03-05 12:42:12,null,null,null,null,null,null,null
2018-03-05 12:42:13,null,null,null,null,null,null,null
2018-03-05 12:42:14,null,null,null,null,null,null,null
2018-03-05 12:42:15,null,null,null,null,null,null,null
2018-03-05 12:42:16,null,null,null,null,null,null,null
2018-03-05 12:42:17,null,null,null,null,null,null,null
2018-03-05 12:42:18,null,null,null,null,null,null,null
2018-03-05 12:42:19,null,null,null,null,null,null,null
2018-03-05 12:42:20,null,null,null,null,null,null,null
2018-03-05 12:42:21,null,null,null,null,null,null,null
2018-03-05 12:42:22,null,null,null,null,null,null,null
2018-03-05 12:42:23,null,null,null,null,null,null,null
2018-03-05 12:42:24,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:25,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:26,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:27,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:28,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:29,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:30,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:31,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:32,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:33,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:34,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:35,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:36,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:37,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:38,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:39,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:40,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:41,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:42,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:43,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:44,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:45,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:46,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:47,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:48,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:49,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:50,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:51,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:52,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:53,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:54,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:55,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:56,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:57,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:58,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:42:59,null,sitting on the floor,null,null,null,null,null
2018-03-05 12:43:00,null,null,null,null,null,null,null
2018-03-05 12:43:01,null,null,null,null,null,null,null
2018-03-05 12:43:02,null,null,null,null,null,null,null
2018-03-05 12:43:03,null,null,null,null,null,null,null
2018-03-05 12:43:04,null,null,null,null,null,null,null
2018-03-05 12:43:05,null,null,null,null,null,null,null
