2018-05-02 07:05:00,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:01,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:02,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:03,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:04,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:05,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:06,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:07,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:08,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:09,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:10,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:11,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:12,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:13,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:14,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:15,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:16,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:17,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:18,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:19,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:20,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:21,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:22,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:23,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:24,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:25,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:26,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:27,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:28,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:29,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:30,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:31,null,null,closed,closed,inactive,active,null
2018-05-02 07:05:32,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:33,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:34,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:35,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:36,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:37,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:38,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:39,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:40,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:41,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:42,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:43,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:44,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:45,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:46,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:47,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:48,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:49,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:50,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:51,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:52,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:53,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:54,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:55,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:56,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:57,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:58,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:05:59,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:00,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:01,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:02,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:03,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:04,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:05,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:06,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:07,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:08,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:09,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:10,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:11,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:12,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:13,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:14,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:15,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:16,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:17,null,null,closed,closed,inactive,active,null
2018-05-02 07:06:18,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:19,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:20,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:21,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:22,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:23,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:24,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:25,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:26,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:27,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:28,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:29,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:30,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:31,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:32,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:33,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:34,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:35,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:36,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:37,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:38,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:39,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:40,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:41,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:42,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:43,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:44,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:45,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:46,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:47,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:48,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:49,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:50,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:51,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:52,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:53,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:54,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:55,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:56,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:57,using a remote control,sitting on a sofa,closed,closed,inactive,active,WatchingTV
2018-05-02 07:06:58,using a remote control,sitting on a sofa,closed,closed,inactive,inactive,WatchingTV
2018-05-02 07:06:59,using a remote control,sitting on a sofa,closed,closed,inactive,inactive,WatchingTV
2018-05-02 07:07:00,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:01,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:02,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:03,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:04,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:05,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:06,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:07,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:08,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:09,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:10,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:11,null,null,closed,closed,inactive,inactive,null
2018-05-02 07:07:12,null,null,closed,closed,inactive,inactive,null
