2018-02-20 18:20:00,null,null,null,null,null,null,null
2018-02-20 18:20:01,null,null,null,null,null,null,null
2018-02-20 18:20:02,null,null,null,null,null,null,null
2018-02-20 18:20:03,null,null,null,null,null,null,null
2018-02-20 18:20:04,null,null,null,null,null,null,null
2018-02-20 18:20:05,null,null,null,null,null,null,null
2018-02-20 18:20:06,null,null,null,null,null,null,null
2018-02-20 18:20:07,null,null,null,null,null,null,null
2018-02-20 18:20:08,null,null,null,null,null,null,null
2018-02-20 18:20:09,null,null,null,null,null,null,null
2018-02-20 18:20:10,null,null,null,null,null,null,null
2018-02-20 18:20:11,null,null,null,null,null,null,null
2018-02-20 18:20:12,null,null,null,null,null,null,null
2018-02-20 18:20:13,null,null,null,null,null,null,null
2018-02-20 18:20:14,null,null,null,null,null,null,null
2018-02-20 18:20:15,null,null,null,null,null,null,null
2018-02-20 18:20:16,null,null,null,null,null,null,null
2018-02-20 18:20:17,null,null,null,null,null,null,null
2018-02-20 18:20:18,null,null,null,null,null,null,null
2018-02-20 18:20:19,null,null,null,null,null,null,null
2018-02-20 18:20:20,null,null,null,null,null,null,null
2018-02-20 18:20:21,null,null,null,null,null,null,null
2018-02-20 18:20:22,null,null,null,null,null,null,null
2018-02-20 18:20:23,null,null,null,null,null,null,null
2018-02-20 18:20:24,null,null,null,null,null,null,null
2018-02-20 18:20:25,null,null,null,null,null,null,null
2018-02-20 18:20:26,null,null,null,null,null,null,null
2018-02-20 18:20:27,null,null,null,null,null,null,null
2018-02-20 18:20:28,null,null,null,null,null,null,null
2018-02-20 18:20:29,null,null,null,null,null,null,null
2018-02-20 18:20:30,null,null,null,null,null,null,null
2018-02-20 18:20:31,null,null,null,null,null,null,null
2018-02-20 18:20:32,null,null,null,null,null,null,null
2018-02-20 18:20:33,null,null,null,null,null,null,null
2018-02-20 18:20:34,null,null,null,null,null,null,null
2018-02-20 18:20:35,null,null,null,null,null,null,null
2018-02-20 18:20:36,null,null,null,null,null,null,null
2018-02-20 18:20:37,null,null,null,null,null,null,null
2018-02-20 18:20:38,null,null,null,null,null,null,null
2018-02-20 18:20:39,null,null,null,null,null,null,null
2018-02-20 18:20:40,null,null,null,null,null,null,null
2018-02-20 18:20:41,null,null,null,null,null,null,null
2018-02-20 18:20:42,null,null,null,null,null,null,null
2018-02-20 18:20:43,null,null,null,null,null,null,null
2018-02-20 18:20:44,null,null,null,null,null,null,null
2018-02-20 18:20:45,null,null,null,null,null,null,null
2018-02-20 18:20:46,null,null,null,null,null,null,null
2018-02-20 18:20:47,null,null,null,null,null,null,null
2018-02-20 18:20:48,null,null,null,null,null,null,null
2018-02-20 18:20:49,null,null,null,null,null,null,null
2018-02-20 18:20:50,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:51,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:52,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:53,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:54,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:55,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:56,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:57,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:58,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:20:59,smoking,standing,null,null,null,null,Smoking
2018-02-20 18:21:00,null,null,null,null,null,null,null
2018-02-20 18:21:01,null,null,null,null,null,null,null
2018-02-20 18:21:02,null,null,null,null,null,null,null
2018-02-20 18:21:03,null,null,null,null,null,null,null
2018-02-20 18:21:04,null,null,null,null,null,null,null
2018-02-20 18:21:05,null,null,null,null,null,null,null
2018-02-20 18:21:06,null,null,null,null,null,null,null
2018-02-20 18:21:07,null,null,null,null,null,null,null
2018-02-20 18:21:08,null,null,null,null,null,null,null
2018-02-20 18:21:09,null,null,null,null,null,null,null
2018-02-20 18:21:10,null,null,null,null,null,null,null
2018-02-20 18:21:11,null,null,null,null,null,null,null
2018-02-20 18:21:12,null,null,null,null,null,null,null
2018-02-20 18:21:13,null,null,null,null,null,null,null
2018-02-20 18:21:14,null,null,null,null,null,null,null
2018-02-20 18:21:15,null,null,null,null,null,null,null
2018-02-20 18:21:16,null,null,null,null,null,null,null
2018-02-20 18:21:17,null,null,null,null,null,null,null
2018-02-20 18:21:18,null,null,null,null,null,null,null
2018-02-20 18:21:19,null,null,null,null,null,null,null
2018-02-20 18:21:20,null,null,null,null,null,null,null
2018-02-20 18:21:21,null,null,null,null,null,null,null
2018-02-20 18:21:22,null,null,null,null,null,null,null
2018-02-20 18:21:23,null,null,null,null,null,null,null
2018-02-20 18:21:24,null,null,null,null,null,null,null
2018-02-20 18:21:25,null,null,null,null,null,null,null
2018-02-20 18:21:26,null,null,null,null,null,null,null
2018-02-20 18:21:27,null,null,null,null,null,null,null
2018-02-20 18:21:28,null,null,null,null,null,null,null
2018-02-20 18:21:29,null,null,null,null,null,null,null
2018-02-20 18:21:30,null,null,null,null,null,null,null
2018-02-20 18:21:31,null,null,null,null,null,null,null
2018-02-20 18:21:32,null,null,null,null,null,null,null
2018-02-20 18:21:33,null,null,null,null,null,null,null
2018-02-20 18:21:34,null,null,null,null,null,null,null
2018-02-20 18:21:35,null,null,null,null,null,null,null
2018-02-20 18:21:36,null,null,null,null,null,null,null
2018-02-20 18:21:37,null,null,null,null,null,null,null
2018-02-20 18:21:38,null,null,null,null,null,null,null
2018-02-20 18:21:39,null,null,null,null,null,null,null
2018-02-20 18:21:40,null,null,null,null,null,null,null
2018-02-20 18:21:41,null,null,null,null,null,null,null
2018-02-20 18:21:42,null,null,null,null,null,null,null
2018-02-20 18:21:43,null,null,null,null,null,null,null
2018-02-20 18:21:44,null,null,null,null,null,null,null
2018-02-20 18:21:45,null,null,null,null,null,null,null
2018-02-20 18:21:46,null,null,null,null,null,null,null
2018-02-20 18:21:47,null,null,null,null,null,null,null
2018-02-20 18:21:48,null,null,null,null,null,null,null
